Invoice ID,Invoice Number,Invoice Date,Due Date,Customer ID,Customer Name,Customer GSTIN,Place of Supply,Status,Currency Code,Exchange Rate,Item ID,Item Name,SKU,Sales Account,Quantity,Rate,Discount,Tax Name,Tax Percentage,Tax Amount,SubTotal,Total,Balance,Salesperson,Branch,Reference Number,Notes
ZI-1083,INV-1083,2025-12-12,2026-01-11,CUST-009,Indus Stores,06AACCI9234P1Z2,Haryana,Partially Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,69,1792,0,GST 18%,18,22256.64,123648,145904.64,72952.32,K. Mehta,Kolkata,SO-9801,Synthetic Zoho-style export
ZI-1084,INV-1084,2025-12-09,2026-01-23,CUST-002,BlueMart Limited,27AAACB2234G1Z2,Maharashtra,Overdue,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,57,1648,1500,GST 18%,18,16638.48,92436,109074.48,109074.48,A. Shah,Kolkata,SO-9813,Synthetic Zoho-style export
ZI-1085,INV-1085,2025-12-19,2026-02-02,CUST-004,Delta Stores Limited,07AAACD4234J1Z3,Delhi,Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,36,1924,0,GST 18%,18,12467.52,69264,81731.52,0,A. Shah,Delhi,SO-7413,Synthetic Zoho-style export
ZI-1086,INV-1086,2025-12-11,2025-12-26,CUST-003,City Bazaar Pvt Ltd,19AACCC3234H1Z7,West Bengal,Partially Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,92,1805,1000,GST 18%,18,29710.8,165060,194770.8,97385.4,R. Singh,Mumbai,SO-7434,Synthetic Zoho-style export
ZI-1087,INV-1087,2025-12-13,2026-01-27,CUST-005,Eastline Traders,10ABCDE5234K1Z8,Bihar,Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,73,1270,0,GST 18%,18,16687.8,92710,109397.8,0,R. Singh,Kolkata,SO-8147,Synthetic Zoho-style export
ZI-1088,INV-1088,2025-12-06,2025-12-21,CUST-003,City Bazaar Pvt Ltd,19AACCC3234H1Z7,West Bengal,Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,56,1188,1000,GST 18%,18,11795.04,65528,77323.04,0,R. Singh,Ahmedabad,SO-9542,Synthetic Zoho-style export
ZI-1089,INV-1089,2025-12-15,2025-12-30,CUST-001,Apex Retail Pvt Ltd,24ABCDE1234F1Z5,Gujarat,Partially Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,108,1496,0,GST 18%,18,29082.24,161568,190650.24,95325.12,R. Singh,Mumbai,SO-7100,Synthetic Zoho-style export
ZI-1090,INV-1090,2025-12-21,2026-02-04,CUST-005,Eastline Traders,10ABCDE5234K1Z8,Bihar,Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,36,2315,0,GST 18%,18,15001.2,83340,98341.2,0,R. Singh,Kolkata,SO-9233,Synthetic Zoho-style export
ZI-1091,INV-1091,2026-01-11,2026-02-10,CUST-002,BlueMart Limited,27AAACB2234G1Z2,Maharashtra,Partially Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,53,1328,500,GST 18%,18,12579.12,69884,82463.12,24738.94,R. Singh,Bengaluru,SO-9715,Synthetic Zoho-style export
ZI-1092,INV-1092,2026-01-25,2026-03-11,CUST-009,Indus Stores,06AACCI9234P1Z2,Haryana,Partially Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,81,1938,0,GST 18%,18,28256.04,156978,185234.04,55570.21,R. Singh,Bengaluru,SO-8128,Synthetic Zoho-style export
ZI-1093,INV-1093,2026-01-21,2026-02-05,CUST-005,Eastline Traders,10ABCDE5234K1Z8,Bihar,Partially Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,50,2250,0,GST 18%,18,20250,112500,132750,39825,R. Singh,Bengaluru,SO-9293,Synthetic Zoho-style export
ZI-1094,INV-1094,2026-01-26,2026-03-12,CUST-010,Jupiter Wholesale,09AACCJ0234Q1Z6,Uttar Pradesh,Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,110,1201,1000,GST 18%,18,23599.8,131110,154709.8,0,K. Mehta,Delhi,SO-7710,Synthetic Zoho-style export
ZI-1095,INV-1095,2026-01-02,2026-02-01,CUST-010,Jupiter Wholesale,09AACCJ0234Q1Z6,Uttar Pradesh,Partially Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,21,3244,1500,GST 18%,18,11992.32,66624,78616.32,23584.9,A. Shah,Bengaluru,SO-7995,Synthetic Zoho-style export
ZI-1096,INV-1096,2026-01-19,2026-02-18,CUST-007,Grand Retailers,33AACCG7234M1Z0,Tamil Nadu,Overdue,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,95,3229,1000,GST 18%,18,55035.9,305755,360790.9,360790.9,K. Mehta,Kolkata,SO-9319,Synthetic Zoho-style export
ZI-1097,INV-1097,2026-01-11,2026-01-26,CUST-001,Apex Retail Pvt Ltd,24ABCDE1234F1Z5,Gujarat,Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,83,3263,1000,GST 18%,18,48569.22,269829,318398.22,0,K. Mehta,Ahmedabad,SO-9277,Synthetic Zoho-style export
ZI-1098,INV-1098,2026-01-08,2026-01-23,CUST-010,Jupiter Wholesale,09AACCJ0234Q1Z6,Uttar Pradesh,Partially Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,88,1649,500,GST 18%,18,26030.16,144612,170642.16,51192.65,R. Singh,Kolkata,SO-9251,Synthetic Zoho-style export
ZI-1099,INV-1099,2026-01-06,2026-02-05,CUST-008,Harbor Mart,36ABCDE8234N1Z5,Telangana,Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,45,1314,0,GST 18%,18,10643.4,59130,69773.4,0,K. Mehta,Ahmedabad,SO-8750,Synthetic Zoho-style export
ZI-1100,INV-1100,2026-01-01,2026-02-15,CUST-001,Apex Retail Pvt Ltd,24ABCDE1234F1Z5,Gujarat,Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,51,3230,0,GST 18%,18,29651.4,164730,194381.4,0,A. Shah,Bengaluru,SO-8245,Synthetic Zoho-style export
ZI-1101,INV-1101,2026-02-25,2026-03-27,CUST-003,City Bazaar Pvt Ltd,19AACCC3234H1Z7,West Bengal,Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,56,1648,500,GST 18%,18,16521.84,91788,108309.84,0,R. Singh,Bengaluru,SO-9050,Synthetic Zoho-style export
ZI-1102,INV-1102,2026-02-11,2026-03-13,CUST-007,Grand Retailers,33AACCG7234M1Z0,Tamil Nadu,Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,100,3093,1500,GST 18%,18,55404,307800,363204,0,K. Mehta,Ahmedabad,SO-7517,Synthetic Zoho-style export
ZI-1103,INV-1103,2026-02-08,2026-03-25,CUST-009,Indus Stores,06AACCI9234P1Z2,Haryana,Partially Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,90,2318,1500,GST 18%,18,37281.6,207120,244401.6,73320.48,A. Shah,Mumbai,SO-7218,Synthetic Zoho-style export
ZI-1104,INV-1104,2026-02-23,2026-04-09,CUST-002,BlueMart Limited,27AAACB2234G1Z2,Maharashtra,Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,34,1663,1000,GST 18%,18,9997.56,55542,65539.56,0,K. Mehta,Kolkata,SO-7133,Synthetic Zoho-style export
ZI-1105,INV-1105,2026-02-26,2026-03-13,CUST-004,Delta Stores Limited,07AAACD4234J1Z3,Delhi,Partially Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,91,2386,0,GST 18%,18,39082.68,217126,256208.68,128104.34,K. Mehta,Mumbai,SO-7841,Synthetic Zoho-style export
ZI-1106,INV-1106,2026-02-25,2026-03-12,CUST-003,City Bazaar Pvt Ltd,19AACCC3234H1Z7,West Bengal,Partially Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,76,2260,1500,GST 18%,18,30646.8,170260,200906.8,100453.4,A. Shah,Bengaluru,SO-8704,Synthetic Zoho-style export
ZI-1107,INV-1107,2026-02-20,2026-03-22,CUST-001,Apex Retail Pvt Ltd,24ABCDE1234F1Z5,Gujarat,Partially Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,60,1307,0,GST 18%,18,14115.6,78420,92535.6,46267.8,A. Shah,Delhi,SO-8056,Synthetic Zoho-style export
ZI-1108,INV-1108,2026-02-02,2026-03-19,CUST-001,Apex Retail Pvt Ltd,24ABCDE1234F1Z5,Gujarat,Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,53,3088,1000,GST 18%,18,29279.52,162664,191943.52,0,A. Shah,Kolkata,SO-9389,Synthetic Zoho-style export
ZI-1109,INV-1109,2026-02-09,2026-02-24,CUST-004,Delta Stores Limited,07AAACD4234J1Z3,Delhi,Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,57,3281,0,GST 18%,18,33663.06,187017,220680.06,0,R. Singh,Bengaluru,SO-9544,Synthetic Zoho-style export
ZI-1110,INV-1110,2026-02-20,2026-03-22,CUST-002,BlueMart Limited,27AAACB2234G1Z2,Maharashtra,Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,29,2313,1000,GST 18%,18,11893.86,66077,77970.86,0,K. Mehta,Ahmedabad,SO-7893,Synthetic Zoho-style export
ZI-1111,INV-1111,2026-03-13,2026-03-28,CUST-005,Eastline Traders,10ABCDE5234K1Z8,Bihar,Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,110,1262,0,GST 18%,18,24987.6,138820,163807.6,0,R. Singh,Ahmedabad,SO-9534,Synthetic Zoho-style export
ZI-1112,INV-1112,2026-03-14,2026-03-29,CUST-006,FreshCart Retail,29AACCF6234L1Z4,Karnataka,Overdue,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,39,1480,500,GST 18%,18,10299.6,57220,67519.6,67519.6,A. Shah,Mumbai,SO-7469,Synthetic Zoho-style export
ZI-1113,INV-1113,2026-03-06,2026-03-21,CUST-002,BlueMart Limited,27AAACB2234G1Z2,Maharashtra,Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,69,2307,0,GST 18%,18,28652.94,159183,187835.94,0,K. Mehta,Ahmedabad,SO-9950,Synthetic Zoho-style export
ZI-1114,INV-1114,2026-03-25,2026-05-09,CUST-009,Indus Stores,06AACCI9234P1Z2,Haryana,Paid,INR,1,ITEM-001,Consumer Pack A,CPA-100,Consumer Goods,106,1279,0,GST 18%,18,24403.32,135574,159977.32,0,A. Shah,Bengaluru,SO-7062,Synthetic Zoho-style export
ZI-1115,INV-1115,2026-03-04,2026-04-18,CUST-004,Delta Stores Limited,07AAACD4234J1Z3,Delhi,Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,68,1854,0,GST 18%,18,22692.96,126072,148764.96,0,R. Singh,Mumbai,SO-9635,Synthetic Zoho-style export
ZI-1116,INV-1116,2026-03-22,2026-04-21,CUST-005,Eastline Traders,10ABCDE5234K1Z8,Bihar,Sent,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,102,1822,1500,GST 18%,18,33181.92,184344,217525.92,65257.78,K. Mehta,Ahmedabad,SO-9879,Synthetic Zoho-style export
ZI-1117,INV-1117,2026-03-11,2026-03-26,CUST-001,Apex Retail Pvt Ltd,24ABCDE1234F1Z5,Gujarat,Partially Paid,INR,1,ITEM-003,Packaging Set C,PSC-300,Packaging Revenue,28,1849,1000,GST 18%,18,9138.96,50772,59910.96,29955.48,A. Shah,Delhi,SO-8691,Synthetic Zoho-style export
ZI-1118,INV-1118,2026-03-17,2026-04-01,CUST-005,Eastline Traders,10ABCDE5234K1Z8,Bihar,Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,56,2443,500,GST 18%,18,24535.44,136308,160843.44,0,R. Singh,Ahmedabad,SO-7592,Synthetic Zoho-style export
ZI-1119,INV-1119,2026-03-09,2026-04-08,CUST-008,Harbor Mart,36ABCDE8234N1Z5,Telangana,Paid,INR,1,ITEM-004,Speciality Kit D,SKD-400,Speciality Revenue,34,3022,0,GST 18%,18,18494.64,102748,121242.64,0,R. Singh,Bengaluru,SO-9664,Synthetic Zoho-style export
ZI-1120,INV-1120,2026-03-09,2026-03-24,CUST-009,Indus Stores,06AACCI9234P1Z2,Haryana,Partially Paid,INR,1,ITEM-002,Industrial Pack B,IPB-200,Industrial Supplies,73,2179,500,GST 18%,18,28542.06,158567,187109.06,56132.72,R. Singh,Ahmedabad,SO-8487,Synthetic Zoho-style export
