Date,Journal Number,Transaction Type,Transaction ID,Reference Number,Account,Account Type,Contact ID,Contact Name,Debit,Credit,Department,Branch,Description
2026-01-06,JRN-9099,Invoice,ZI-1099,INV-1099,Output GST Payable,Other Current Liability,CUST-008,Harbor Mart,0,10643.4,Sales,Ahmedabad,Sales invoice INV-1099
2026-01-01,JRN-9100,Invoice,ZI-1100,INV-1100,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,194381.4,0,Sales,Bengaluru,Sales invoice INV-1100
2026-01-01,JRN-9100,Invoice,ZI-1100,INV-1100,Speciality Revenue,Income,CUST-001,Apex Retail Pvt Ltd,0,164730,Sales,Bengaluru,Sales invoice INV-1100
2026-01-01,JRN-9100,Invoice,ZI-1100,INV-1100,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,29651.4,Sales,Bengaluru,Sales invoice INV-1100
2026-02-25,JRN-9101,Invoice,ZI-1101,INV-1101,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,108309.84,0,Sales,Bengaluru,Sales invoice INV-1101
2026-02-25,JRN-9101,Invoice,ZI-1101,INV-1101,Packaging Revenue,Income,CUST-003,City Bazaar Pvt Ltd,0,91788,Sales,Bengaluru,Sales invoice INV-1101
2026-02-25,JRN-9101,Invoice,ZI-1101,INV-1101,Output GST Payable,Other Current Liability,CUST-003,City Bazaar Pvt Ltd,0,16521.84,Sales,Bengaluru,Sales invoice INV-1101
2026-02-11,JRN-9102,Invoice,ZI-1102,INV-1102,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,363204,0,Sales,Ahmedabad,Sales invoice INV-1102
2026-02-11,JRN-9102,Invoice,ZI-1102,INV-1102,Speciality Revenue,Income,CUST-007,Grand Retailers,0,307800,Sales,Ahmedabad,Sales invoice INV-1102
2026-02-11,JRN-9102,Invoice,ZI-1102,INV-1102,Output GST Payable,Other Current Liability,CUST-007,Grand Retailers,0,55404,Sales,Ahmedabad,Sales invoice INV-1102
2026-02-08,JRN-9103,Invoice,ZI-1103,INV-1103,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,244401.6,0,Sales,Mumbai,Sales invoice INV-1103
2026-02-08,JRN-9103,Invoice,ZI-1103,INV-1103,Industrial Supplies,Income,CUST-009,Indus Stores,0,207120,Sales,Mumbai,Sales invoice INV-1103
2026-02-08,JRN-9103,Invoice,ZI-1103,INV-1103,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,37281.6,Sales,Mumbai,Sales invoice INV-1103
2026-02-23,JRN-9104,Invoice,ZI-1104,INV-1104,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,65539.56,0,Sales,Kolkata,Sales invoice INV-1104
2026-02-23,JRN-9104,Invoice,ZI-1104,INV-1104,Packaging Revenue,Income,CUST-002,BlueMart Limited,0,55542,Sales,Kolkata,Sales invoice INV-1104
2026-02-23,JRN-9104,Invoice,ZI-1104,INV-1104,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,9997.56,Sales,Kolkata,Sales invoice INV-1104
2026-02-26,JRN-9105,Invoice,ZI-1105,INV-1105,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,256208.68,0,Sales,Mumbai,Sales invoice INV-1105
2026-02-26,JRN-9105,Invoice,ZI-1105,INV-1105,Industrial Supplies,Income,CUST-004,Delta Stores Limited,0,217126,Sales,Mumbai,Sales invoice INV-1105
2026-02-26,JRN-9105,Invoice,ZI-1105,INV-1105,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,39082.68,Sales,Mumbai,Sales invoice INV-1105
2026-02-25,JRN-9106,Invoice,ZI-1106,INV-1106,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,200906.8,0,Sales,Bengaluru,Sales invoice INV-1106
2026-02-25,JRN-9106,Invoice,ZI-1106,INV-1106,Industrial Supplies,Income,CUST-003,City Bazaar Pvt Ltd,0,170260,Sales,Bengaluru,Sales invoice INV-1106
2026-02-25,JRN-9106,Invoice,ZI-1106,INV-1106,Output GST Payable,Other Current Liability,CUST-003,City Bazaar Pvt Ltd,0,30646.8,Sales,Bengaluru,Sales invoice INV-1106
2026-02-20,JRN-9107,Invoice,ZI-1107,INV-1107,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,92535.6,0,Sales,Delhi,Sales invoice INV-1107
2026-02-20,JRN-9107,Invoice,ZI-1107,INV-1107,Consumer Goods,Income,CUST-001,Apex Retail Pvt Ltd,0,78420,Sales,Delhi,Sales invoice INV-1107
2026-02-20,JRN-9107,Invoice,ZI-1107,INV-1107,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,14115.6,Sales,Delhi,Sales invoice INV-1107
2026-02-02,JRN-9108,Invoice,ZI-1108,INV-1108,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,191943.52,0,Sales,Kolkata,Sales invoice INV-1108
2026-02-02,JRN-9108,Invoice,ZI-1108,INV-1108,Speciality Revenue,Income,CUST-001,Apex Retail Pvt Ltd,0,162664,Sales,Kolkata,Sales invoice INV-1108
2026-02-02,JRN-9108,Invoice,ZI-1108,INV-1108,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,29279.52,Sales,Kolkata,Sales invoice INV-1108
2026-02-09,JRN-9109,Invoice,ZI-1109,INV-1109,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,220680.06,0,Sales,Bengaluru,Sales invoice INV-1109
2026-02-09,JRN-9109,Invoice,ZI-1109,INV-1109,Speciality Revenue,Income,CUST-004,Delta Stores Limited,0,187017,Sales,Bengaluru,Sales invoice INV-1109
2026-02-09,JRN-9109,Invoice,ZI-1109,INV-1109,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,33663.06,Sales,Bengaluru,Sales invoice INV-1109
2026-02-20,JRN-9110,Invoice,ZI-1110,INV-1110,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,77970.86,0,Sales,Ahmedabad,Sales invoice INV-1110
2026-02-20,JRN-9110,Invoice,ZI-1110,INV-1110,Industrial Supplies,Income,CUST-002,BlueMart Limited,0,66077,Sales,Ahmedabad,Sales invoice INV-1110
2026-02-20,JRN-9110,Invoice,ZI-1110,INV-1110,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,11893.86,Sales,Ahmedabad,Sales invoice INV-1110
2026-03-13,JRN-9111,Invoice,ZI-1111,INV-1111,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,163807.6,0,Sales,Ahmedabad,Sales invoice INV-1111
2026-03-13,JRN-9111,Invoice,ZI-1111,INV-1111,Consumer Goods,Income,CUST-005,Eastline Traders,0,138820,Sales,Ahmedabad,Sales invoice INV-1111
2026-03-13,JRN-9111,Invoice,ZI-1111,INV-1111,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,24987.6,Sales,Ahmedabad,Sales invoice INV-1111
2026-03-14,JRN-9112,Invoice,ZI-1112,INV-1112,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,67519.6,0,Sales,Mumbai,Sales invoice INV-1112
2026-03-14,JRN-9112,Invoice,ZI-1112,INV-1112,Consumer Goods,Income,CUST-006,FreshCart Retail,0,57220,Sales,Mumbai,Sales invoice INV-1112
2026-03-14,JRN-9112,Invoice,ZI-1112,INV-1112,Output GST Payable,Other Current Liability,CUST-006,FreshCart Retail,0,10299.6,Sales,Mumbai,Sales invoice INV-1112
2026-03-06,JRN-9113,Invoice,ZI-1113,INV-1113,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,187835.94,0,Sales,Ahmedabad,Sales invoice INV-1113
2026-03-06,JRN-9113,Invoice,ZI-1113,INV-1113,Industrial Supplies,Income,CUST-002,BlueMart Limited,0,159183,Sales,Ahmedabad,Sales invoice INV-1113
2026-03-06,JRN-9113,Invoice,ZI-1113,INV-1113,Output GST Payable,Other Current Liability,CUST-002,BlueMart Limited,0,28652.94,Sales,Ahmedabad,Sales invoice INV-1113
2026-03-25,JRN-9114,Invoice,ZI-1114,INV-1114,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,159977.32,0,Sales,Bengaluru,Sales invoice INV-1114
2026-03-25,JRN-9114,Invoice,ZI-1114,INV-1114,Consumer Goods,Income,CUST-009,Indus Stores,0,135574,Sales,Bengaluru,Sales invoice INV-1114
2026-03-25,JRN-9114,Invoice,ZI-1114,INV-1114,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,24403.32,Sales,Bengaluru,Sales invoice INV-1114
2026-03-04,JRN-9115,Invoice,ZI-1115,INV-1115,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,148764.96,0,Sales,Mumbai,Sales invoice INV-1115
2026-03-04,JRN-9115,Invoice,ZI-1115,INV-1115,Packaging Revenue,Income,CUST-004,Delta Stores Limited,0,126072,Sales,Mumbai,Sales invoice INV-1115
2026-03-04,JRN-9115,Invoice,ZI-1115,INV-1115,Output GST Payable,Other Current Liability,CUST-004,Delta Stores Limited,0,22692.96,Sales,Mumbai,Sales invoice INV-1115
2026-03-22,JRN-9116,Invoice,ZI-1116,INV-1116,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,217525.92,0,Sales,Ahmedabad,Sales invoice INV-1116
2026-03-22,JRN-9116,Invoice,ZI-1116,INV-1116,Packaging Revenue,Income,CUST-005,Eastline Traders,0,184344,Sales,Ahmedabad,Sales invoice INV-1116
2026-03-22,JRN-9116,Invoice,ZI-1116,INV-1116,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,33181.92,Sales,Ahmedabad,Sales invoice INV-1116
2026-03-11,JRN-9117,Invoice,ZI-1117,INV-1117,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,59910.96,0,Sales,Delhi,Sales invoice INV-1117
2026-03-11,JRN-9117,Invoice,ZI-1117,INV-1117,Packaging Revenue,Income,CUST-001,Apex Retail Pvt Ltd,0,50772,Sales,Delhi,Sales invoice INV-1117
2026-03-11,JRN-9117,Invoice,ZI-1117,INV-1117,Output GST Payable,Other Current Liability,CUST-001,Apex Retail Pvt Ltd,0,9138.96,Sales,Delhi,Sales invoice INV-1117
2026-03-17,JRN-9118,Invoice,ZI-1118,INV-1118,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,160843.44,0,Sales,Ahmedabad,Sales invoice INV-1118
2026-03-17,JRN-9118,Invoice,ZI-1118,INV-1118,Industrial Supplies,Income,CUST-005,Eastline Traders,0,136308,Sales,Ahmedabad,Sales invoice INV-1118
2026-03-17,JRN-9118,Invoice,ZI-1118,INV-1118,Output GST Payable,Other Current Liability,CUST-005,Eastline Traders,0,24535.44,Sales,Ahmedabad,Sales invoice INV-1118
2026-03-09,JRN-9119,Invoice,ZI-1119,INV-1119,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,121242.64,0,Sales,Bengaluru,Sales invoice INV-1119
2026-03-09,JRN-9119,Invoice,ZI-1119,INV-1119,Speciality Revenue,Income,CUST-008,Harbor Mart,0,102748,Sales,Bengaluru,Sales invoice INV-1119
2026-03-09,JRN-9119,Invoice,ZI-1119,INV-1119,Output GST Payable,Other Current Liability,CUST-008,Harbor Mart,0,18494.64,Sales,Bengaluru,Sales invoice INV-1119
2026-03-09,JRN-9120,Invoice,ZI-1120,INV-1120,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,187109.06,0,Sales,Ahmedabad,Sales invoice INV-1120
2026-03-09,JRN-9120,Invoice,ZI-1120,INV-1120,Industrial Supplies,Income,CUST-009,Indus Stores,0,158567,Sales,Ahmedabad,Sales invoice INV-1120
2026-03-09,JRN-9120,Invoice,ZI-1120,INV-1120,Output GST Payable,Other Current Liability,CUST-009,Indus Stores,0,28542.06,Sales,Ahmedabad,Sales invoice INV-1120
2025-06-06,JRN-9121,Customer Payment,ZCP-5001,PAY-5001,HDFC Bank Current A/c,Bank,CUST-005,Eastline Traders,78327.1,0,Finance,Kolkata,Receipt against INV-1001
2025-06-06,JRN-9121,Customer Payment,ZCP-5001,PAY-5001,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,78327.1,Finance,Kolkata,Receipt against INV-1001
2025-06-18,JRN-9122,Customer Payment,ZCP-5002,PAY-5002,ICICI Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,28008.48,0,Finance,Ahmedabad,Receipt against INV-1002
2025-06-18,JRN-9122,Customer Payment,ZCP-5002,PAY-5002,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,28008.48,Finance,Ahmedabad,Receipt against INV-1002
2025-05-10,JRN-9123,Customer Payment,ZCP-5003,PAY-5003,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,106511.52,0,Finance,Bengaluru,Receipt against INV-1003
2025-05-10,JRN-9123,Customer Payment,ZCP-5003,PAY-5003,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,106511.52,Finance,Bengaluru,Receipt against INV-1003
2025-04-24,JRN-9124,Customer Payment,ZCP-5004,PAY-5004,ICICI Bank Current A/c,Bank,CUST-008,Harbor Mart,104936.22,0,Finance,Kolkata,Receipt against INV-1004
2025-04-24,JRN-9124,Customer Payment,ZCP-5004,PAY-5004,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,104936.22,Finance,Kolkata,Receipt against INV-1004
2025-06-03,JRN-9125,Customer Payment,ZCP-5005,PAY-5005,HDFC Bank Current A/c,Bank,CUST-004,Delta Stores Limited,332229,0,Finance,Kolkata,Receipt against INV-1005
2025-06-03,JRN-9125,Customer Payment,ZCP-5005,PAY-5005,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,332229,Finance,Kolkata,Receipt against INV-1005
2025-05-25,JRN-9126,Customer Payment,ZCP-5006,PAY-5006,HDFC Bank Current A/c,Bank,CUST-007,Grand Retailers,105197,0,Finance,Delhi,Receipt against INV-1006
2025-05-25,JRN-9126,Customer Payment,ZCP-5006,PAY-5006,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,105197,Finance,Delhi,Receipt against INV-1006
2025-05-18,JRN-9127,Customer Payment,ZCP-5007,PAY-5007,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,53118.41,0,Finance,Bengaluru,Receipt against INV-1007
2025-05-18,JRN-9127,Customer Payment,ZCP-5007,PAY-5007,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,53118.41,Finance,Bengaluru,Receipt against INV-1007
2025-05-23,JRN-9128,Customer Payment,ZCP-5008,PAY-5008,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,65736.38,0,Finance,Delhi,Receipt against INV-1008
2025-05-23,JRN-9128,Customer Payment,ZCP-5008,PAY-5008,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,65736.38,Finance,Delhi,Receipt against INV-1008
2025-05-28,JRN-9129,Customer Payment,ZCP-5009,PAY-5009,HDFC Bank Current A/c,Bank,CUST-004,Delta Stores Limited,150945.6,0,Finance,Ahmedabad,Receipt against INV-1009
2025-05-28,JRN-9129,Customer Payment,ZCP-5009,PAY-5009,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,150945.6,Finance,Ahmedabad,Receipt against INV-1009
2025-05-01,JRN-9130,Customer Payment,ZCP-5010,PAY-5010,ICICI Bank Current A/c,Bank,CUST-008,Harbor Mart,162495.68,0,Finance,Kolkata,Receipt against INV-1010
2025-05-01,JRN-9130,Customer Payment,ZCP-5010,PAY-5010,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,162495.68,Finance,Kolkata,Receipt against INV-1010
2025-07-06,JRN-9131,Customer Payment,ZCP-5011,PAY-5011,ICICI Bank Current A/c,Bank,CUST-008,Harbor Mart,42557.88,0,Finance,Bengaluru,Receipt against INV-1011
2025-07-06,JRN-9131,Customer Payment,ZCP-5011,PAY-5011,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,42557.88,Finance,Bengaluru,Receipt against INV-1011
2025-06-03,JRN-9132,Customer Payment,ZCP-5012,PAY-5012,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,83260.8,0,Finance,Bengaluru,Receipt against INV-1012
2025-06-03,JRN-9132,Customer Payment,ZCP-5012,PAY-5012,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,83260.8,Finance,Bengaluru,Receipt against INV-1012
2025-06-21,JRN-9133,Customer Payment,ZCP-5013,PAY-5013,HDFC Bank Current A/c,Bank,CUST-008,Harbor Mart,125380.9,0,Finance,Ahmedabad,Receipt against INV-1013
2025-06-21,JRN-9133,Customer Payment,ZCP-5013,PAY-5013,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,125380.9,Finance,Ahmedabad,Receipt against INV-1013
2025-06-05,JRN-9134,Customer Payment,ZCP-5014,PAY-5014,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,168890.57,0,Finance,Kolkata,Receipt against INV-1014
2025-06-05,JRN-9134,Customer Payment,ZCP-5014,PAY-5014,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,168890.57,Finance,Kolkata,Receipt against INV-1014
2025-05-22,JRN-9135,Customer Payment,ZCP-5015,PAY-5015,ICICI Bank Current A/c,Bank,CUST-006,FreshCart Retail,145186.02,0,Finance,Mumbai,Receipt against INV-1015
2025-05-22,JRN-9135,Customer Payment,ZCP-5015,PAY-5015,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,145186.02,Finance,Mumbai,Receipt against INV-1015
2025-07-03,JRN-9136,Customer Payment,ZCP-5016,PAY-5016,ICICI Bank Current A/c,Bank,CUST-005,Eastline Traders,83119.2,0,Finance,Bengaluru,Receipt against INV-1017
2025-07-03,JRN-9136,Customer Payment,ZCP-5016,PAY-5016,Accounts Receivable,Accounts Receivable,CUST-005,Eastline Traders,0,83119.2,Finance,Bengaluru,Receipt against INV-1017
2025-06-05,JRN-9137,Customer Payment,ZCP-5017,PAY-5017,HDFC Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,185249.38,0,Finance,Kolkata,Receipt against INV-1018
2025-06-05,JRN-9137,Customer Payment,ZCP-5017,PAY-5017,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,185249.38,Finance,Kolkata,Receipt against INV-1018
2025-05-21,JRN-9138,Customer Payment,ZCP-5018,PAY-5018,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,134455.1,0,Finance,Ahmedabad,Receipt against INV-1019
2025-05-21,JRN-9138,Customer Payment,ZCP-5018,PAY-5018,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,134455.1,Finance,Ahmedabad,Receipt against INV-1019
2025-07-05,JRN-9139,Customer Payment,ZCP-5019,PAY-5019,HDFC Bank Current A/c,Bank,CUST-008,Harbor Mart,258405.84,0,Finance,Bengaluru,Receipt against INV-1020
2025-07-05,JRN-9139,Customer Payment,ZCP-5019,PAY-5019,Accounts Receivable,Accounts Receivable,CUST-008,Harbor Mart,0,258405.84,Finance,Bengaluru,Receipt against INV-1020
2025-06-12,JRN-9140,Customer Payment,ZCP-5020,PAY-5020,ICICI Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,183696.5,0,Finance,Bengaluru,Receipt against INV-1021
2025-06-12,JRN-9140,Customer Payment,ZCP-5020,PAY-5020,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,183696.5,Finance,Bengaluru,Receipt against INV-1021
2025-06-24,JRN-9141,Customer Payment,ZCP-5021,PAY-5021,HDFC Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,284051.96,0,Finance,Delhi,Receipt against INV-1022
2025-06-24,JRN-9141,Customer Payment,ZCP-5021,PAY-5021,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,284051.96,Finance,Delhi,Receipt against INV-1022
2025-07-16,JRN-9142,Customer Payment,ZCP-5022,PAY-5022,HDFC Bank Current A/c,Bank,CUST-009,Indus Stores,87744.8,0,Finance,Kolkata,Receipt against INV-1023
2025-07-16,JRN-9142,Customer Payment,ZCP-5022,PAY-5022,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,87744.8,Finance,Kolkata,Receipt against INV-1023
2025-06-29,JRN-9143,Customer Payment,ZCP-5023,PAY-5023,HDFC Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,78672.96,0,Finance,Ahmedabad,Receipt against INV-1024
2025-06-29,JRN-9143,Customer Payment,ZCP-5023,PAY-5023,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,78672.96,Finance,Ahmedabad,Receipt against INV-1024
2025-08-06,JRN-9144,Customer Payment,ZCP-5024,PAY-5024,ICICI Bank Current A/c,Bank,CUST-003,City Bazaar Pvt Ltd,262547.64,0,Finance,Mumbai,Receipt against INV-1025
2025-08-06,JRN-9144,Customer Payment,ZCP-5024,PAY-5024,Accounts Receivable,Accounts Receivable,CUST-003,City Bazaar Pvt Ltd,0,262547.64,Finance,Mumbai,Receipt against INV-1025
2025-06-29,JRN-9145,Customer Payment,ZCP-5025,PAY-5025,ICICI Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,152054.8,0,Finance,Kolkata,Receipt against INV-1027
2025-06-29,JRN-9145,Customer Payment,ZCP-5025,PAY-5025,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,152054.8,Finance,Kolkata,Receipt against INV-1027
2025-07-09,JRN-9146,Customer Payment,ZCP-5026,PAY-5026,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,86653.18,0,Finance,Mumbai,Receipt against INV-1028
2025-07-09,JRN-9146,Customer Payment,ZCP-5026,PAY-5026,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,86653.18,Finance,Mumbai,Receipt against INV-1028
2025-08-14,JRN-9147,Customer Payment,ZCP-5027,PAY-5027,ICICI Bank Current A/c,Bank,CUST-006,FreshCart Retail,85356.48,0,Finance,Mumbai,Receipt against INV-1029
2025-08-14,JRN-9147,Customer Payment,ZCP-5027,PAY-5027,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,85356.48,Finance,Mumbai,Receipt against INV-1029
2025-08-25,JRN-9148,Customer Payment,ZCP-5028,PAY-5028,ICICI Bank Current A/c,Bank,CUST-007,Grand Retailers,52291.58,0,Finance,Bengaluru,Receipt against INV-1031
2025-08-25,JRN-9148,Customer Payment,ZCP-5028,PAY-5028,Accounts Receivable,Accounts Receivable,CUST-007,Grand Retailers,0,52291.58,Finance,Bengaluru,Receipt against INV-1031
2025-08-26,JRN-9149,Customer Payment,ZCP-5029,PAY-5029,HDFC Bank Current A/c,Bank,CUST-006,FreshCart Retail,210349.16,0,Finance,Delhi,Receipt against INV-1032
2025-08-26,JRN-9149,Customer Payment,ZCP-5029,PAY-5029,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,210349.16,Finance,Delhi,Receipt against INV-1032
2025-08-31,JRN-9150,Customer Payment,ZCP-5030,PAY-5030,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,233950.34,0,Finance,Delhi,Receipt against INV-1034
2025-08-31,JRN-9150,Customer Payment,ZCP-5030,PAY-5030,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,233950.34,Finance,Delhi,Receipt against INV-1034
2025-07-21,JRN-9151,Customer Payment,ZCP-5031,PAY-5031,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,163441.8,0,Finance,Kolkata,Receipt against INV-1035
2025-07-21,JRN-9151,Customer Payment,ZCP-5031,PAY-5031,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,163441.8,Finance,Kolkata,Receipt against INV-1035
2025-09-04,JRN-9152,Customer Payment,ZCP-5032,PAY-5032,HDFC Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,164018.82,0,Finance,Bengaluru,Receipt against INV-1036
2025-09-04,JRN-9152,Customer Payment,ZCP-5032,PAY-5032,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,164018.82,Finance,Bengaluru,Receipt against INV-1036
2025-08-17,JRN-9153,Customer Payment,ZCP-5033,PAY-5033,ICICI Bank Current A/c,Bank,CUST-006,FreshCart Retail,226989.52,0,Finance,Ahmedabad,Receipt against INV-1037
2025-08-17,JRN-9153,Customer Payment,ZCP-5033,PAY-5033,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,226989.52,Finance,Ahmedabad,Receipt against INV-1037
2025-08-16,JRN-9154,Customer Payment,ZCP-5034,PAY-5034,ICICI Bank Current A/c,Bank,CUST-010,Jupiter Wholesale,141038.32,0,Finance,Delhi,Receipt against INV-1038
2025-08-16,JRN-9154,Customer Payment,ZCP-5034,PAY-5034,Accounts Receivable,Accounts Receivable,CUST-010,Jupiter Wholesale,0,141038.32,Finance,Delhi,Receipt against INV-1038
2025-07-08,JRN-9155,Customer Payment,ZCP-5035,PAY-5035,HDFC Bank Current A/c,Bank,CUST-002,BlueMart Limited,30569.67,0,Finance,Bengaluru,Receipt against INV-1039
2025-07-08,JRN-9155,Customer Payment,ZCP-5035,PAY-5035,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,30569.67,Finance,Bengaluru,Receipt against INV-1039
2025-09-11,JRN-9156,Customer Payment,ZCP-5036,PAY-5036,HDFC Bank Current A/c,Bank,CUST-004,Delta Stores Limited,172008.6,0,Finance,Kolkata,Receipt against INV-1041
2025-09-11,JRN-9156,Customer Payment,ZCP-5036,PAY-5036,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,172008.6,Finance,Kolkata,Receipt against INV-1041
2025-08-26,JRN-9157,Customer Payment,ZCP-5037,PAY-5037,ICICI Bank Current A/c,Bank,CUST-002,BlueMart Limited,174936.89,0,Finance,Delhi,Receipt against INV-1042
2025-08-26,JRN-9157,Customer Payment,ZCP-5037,PAY-5037,Accounts Receivable,Accounts Receivable,CUST-002,BlueMart Limited,0,174936.89,Finance,Delhi,Receipt against INV-1042
2025-08-19,JRN-9158,Customer Payment,ZCP-5038,PAY-5038,ICICI Bank Current A/c,Bank,CUST-006,FreshCart Retail,81692.23,0,Finance,Delhi,Receipt against INV-1043
2025-08-19,JRN-9158,Customer Payment,ZCP-5038,PAY-5038,Accounts Receivable,Accounts Receivable,CUST-006,FreshCart Retail,0,81692.23,Finance,Delhi,Receipt against INV-1043
2025-09-04,JRN-9159,Customer Payment,ZCP-5039,PAY-5039,ICICI Bank Current A/c,Bank,CUST-004,Delta Stores Limited,54877.08,0,Finance,Bengaluru,Receipt against INV-1044
2025-09-04,JRN-9159,Customer Payment,ZCP-5039,PAY-5039,Accounts Receivable,Accounts Receivable,CUST-004,Delta Stores Limited,0,54877.08,Finance,Bengaluru,Receipt against INV-1044
2025-09-25,JRN-9160,Customer Payment,ZCP-5040,PAY-5040,ICICI Bank Current A/c,Bank,CUST-009,Indus Stores,69993.47,0,Finance,Mumbai,Receipt against INV-1045
2025-09-25,JRN-9160,Customer Payment,ZCP-5040,PAY-5040,Accounts Receivable,Accounts Receivable,CUST-009,Indus Stores,0,69993.47,Finance,Mumbai,Receipt against INV-1045
2025-09-24,JRN-9161,Customer Payment,ZCP-5041,PAY-5041,HDFC Bank Current A/c,Bank,CUST-001,Apex Retail Pvt Ltd,74511.1,0,Finance,Kolkata,Receipt against INV-1047
2025-09-24,JRN-9161,Customer Payment,ZCP-5041,PAY-5041,Accounts Receivable,Accounts Receivable,CUST-001,Apex Retail Pvt Ltd,0,74511.1,Finance,Kolkata,Receipt against INV-1047
